,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
990,8.0,1.31,40.79819107055664,-73.94080352783203,1,40.811302185058594,-73.95221710205078,0,2,4,1,22,9,27,56,4,1,22,9,38,56
991,5.0,0.6,40.77971267700195,-73.95580291748047,1,40.78668975830078,-73.95255279541016,0,1,0,1,25,12,11,59,0,1,25,12,16,14
992,4.5,0.37,40.6907958984375,-73.99213409423828,1,40.69225311279297,-73.98748779296875,0,2,2,1,6,19,38,49,2,1,6,19,42,24
993,11.5,2.7,40.7796745300293,-73.95281219482422,1,40.80922317504883,-73.95301818847656,0,1,6,1,17,13,9,0,6,1,17,13,21,44
994,4.5,0.7,40.77788162231445,-73.95580291748047,1,40.78555679321289,-73.94998168945312,0,2,5,1,30,10,44,18,5,1,30,10,48,12
995,5.0,0.7,40.65730667114258,-73.90377807617188,1,40.66802978515625,-73.90631103515625,0,2,6,1,24,14,29,47,6,1,24,14,34,43
996,11.5,2.38,40.74664306640625,-73.8927230834961,5,40.75639343261719,-73.92997741699219,0,2,5,1,30,10,59,24,5,1,30,11,13,58
997,8.5,1.89,40.65431594848633,-73.94813537597656,1,40.68015670776367,-73.9495849609375,0,2,6,1,10,19,0,6,6,1,10,19,8,3
998,22.5,6.9,40.85136795043945,-73.89038848876953,1,40.80105209350586,-73.94795989990234,0,2,5,1,16,23,26,6,5,1,16,23,47,13
999,13.0,3.97,40.58554458618164,-73.96613311767578,6,40.627479553222656,-73.95675659179688,0,2,4,1,1,5,22,46,4,1,1,5,32,41
1000,11.5,3.24,40.767005920410156,-73.9619140625,1,40.80282211303711,-73.95661163330078,0,2,5,1,30,3,29,39,5,1,30,3,39,41
1001,32.0,7.37,40.75841903686523,-73.97718811035156,2,40.69339370727539,-73.96673583984375,0,2,0,1,11,10,39,54,0,1,11,11,26,43
1002,30.5,9.96,40.6456184387207,-73.77632141113281,1,40.72835922241211,-73.79487609863281,0,2,6,1,24,12,29,39,6,1,24,12,56,38
1003,11.5,2.5,40.66519546508789,-73.89904022216797,2,40.65497970581055,-73.91616821289062,0,1,5,1,30,3,45,30,5,1,30,3,58,38
1004,18.5,4.06,40.75397872924805,-73.94945526123047,1,40.74842834472656,-73.89178466796875,0,2,5,1,2,18,15,6,5,1,2,18,40,1
1005,5.0,0.66,40.689300537109375,-73.97201538085938,1,40.68525314331055,-73.98049926757812,0,2,0,1,4,18,46,18,0,1,4,18,50,36
1006,5.5,0.71,40.73979949951172,-73.86018371582031,5,40.73377990722656,-73.8690185546875,0,2,5,1,9,19,36,38,5,1,9,19,42,18
1007,17.0,3.4,40.76511764526367,-73.98385620117188,1,40.79276657104492,-73.9521713256836,0,1,5,1,9,13,15,4,5,1,9,13,37,17
1008,20.5,5.88,40.74353790283203,-73.9585952758789,1,40.73433303833008,-73.8694839477539,0,2,1,1,12,13,23,32,1,1,12,13,40,57
1009,7.0,1.76,40.8231315612793,-73.94515228271484,1,40.802154541015625,-73.94978332519531,0,2,0,1,18,0,3,59,0,1,18,0,9,14
1010,5.5,0.84,40.765926361083984,-73.91470336914062,6,40.7617416381836,-73.92549133300781,0,2,2,1,13,20,51,41,2,1,13,20,56,3
1011,20.5,5.7,40.68787002563477,-73.94482421875,3,40.72124099731445,-73.84420013427734,0,2,1,1,5,1,23,17,1,1,5,1,42,43
1012,31.0,7.53,40.76631164550781,-73.96528625488281,1,40.70362854003906,-73.984619140625,0,2,6,1,10,10,30,31,6,1,10,10,53,19
1013,5.0,0.7,40.796165466308594,-73.9436264038086,1,40.79118347167969,-73.95142364501953,0,1,2,1,13,14,5,41,2,1,13,14,10,26
1014,11.5,2.58,40.68013000488281,-73.94457244873047,1,40.69202041625977,-73.98729705810547,0,2,2,1,13,22,38,28,2,1,13,22,52,35
1015,10.5,2.29,40.78705596923828,-73.97779846191406,1,40.80743408203125,-73.95317077636719,0,2,4,1,29,10,37,41,4,1,29,10,49,12
1016,23.5,7.55,40.75963973999024,-73.99531555175781,1,40.84674835205078,-73.9382095336914,0,2,6,1,10,19,3,54,6,1,10,19,20,25
1017,9.0,2.02,40.80820846557617,-73.96391296386719,1,40.805091857910156,-73.93936920166016,0,2,2,1,20,8,35,43,2,1,20,8,46,19
1018,4.0,0.4,40.74831771850586,-73.9495849609375,2,40.74542617797852,-73.94681549072266,0,1,6,1,17,15,56,1,6,1,17,15,58,52
1019,18.0,4.61,40.74372482299805,-73.98174285888672,1,40.78703689575195,-73.94503784179688,0,2,4,1,15,18,3,17,4,1,15,18,23,53
1020,7.0,1.1,40.76203155517578,-73.88943481445312,1,40.746864318847656,-73.89045715332031,0,1,1,1,5,14,40,2,1,1,5,14,47,40
1021,13.0,3.3,40.71788024902344,-73.95765686035156,1,40.68351364135742,-73.96711730957031,0,1,0,1,4,13,1,29,0,1,4,13,16,26
1022,10.0,1.19,40.737701416015625,-73.86885070800781,1,40.7475814819336,-73.8839340209961,0,2,0,1,25,17,1,24,0,1,25,17,16,10
1023,4.0,0.6,40.74287414550781,-73.95462799072266,1,40.74817657470703,-73.95665740966797,0,1,1,1,12,8,38,2,1,1,12,8,40,39
1024,67.5,21.68,40.66953659057617,-73.95709228515625,1,40.84832763671875,-73.90072631835938,0,2,3,1,28,23,7,22,4,1,29,0,6,52
1025,36.0,12.14,40.64702224731445,-73.7896499633789,1,40.6573486328125,-73.96028137207031,0,2,4,1,1,2,59,49,4,1,1,3,29,47
1026,12.5,2.91,40.745201110839844,-73.87598419189453,1,40.75957107543945,-73.83036041259766,0,2,3,1,14,16,29,47,3,1,14,16,44,52
1027,12.5,3.3,40.67612075805664,-73.95096588134766,1,40.71171951293945,-73.943603515625,0,1,4,1,1,8,6,20,4,1,1,8,19,8
1028,6.0,0.88,40.80657958984375,-73.95381164550781,1,40.81402587890625,-73.94461822509766,0,2,5,1,30,16,42,21,5,1,30,16,48,39
1029,13.5,3.3,40.69668960571289,-73.8546142578125,1,40.73417282104492,-73.87118530273438,0,1,4,1,8,11,50,20,4,1,8,12,5,2
1030,6.5,1.2,40.67864990234375,-73.98014831542969,1,40.68758010864258,-73.9867172241211,0,1,5,1,16,9,19,3,5,1,16,9,24,50
1031,8.5,2.13,40.78336715698242,-73.97880554199219,1,40.806732177734375,-73.96094512939453,0,2,0,1,11,18,43,25,0,1,11,18,51,42
1032,9.0,1.8,40.78740310668945,-73.97174835205078,1,40.80949783325195,-73.96304321289062,0,1,6,1,10,17,19,55,6,1,10,17,30,55
1033,14.0,2.54,40.6804313659668,-73.94939422607422,1,40.68855667114258,-73.98278045654297,0,2,4,1,15,20,23,58,4,1,15,20,42,20
1034,6.0,1.1,40.8015251159668,-73.95012664794922,1,40.8138313293457,-73.94495391845703,0,1,4,1,22,7,37,43,4,1,22,7,42,57
1035,10.5,2.66,40.783607482910156,-73.97771453857422,1,40.81147384643555,-73.95211029052734,0,2,5,1,30,17,20,7,5,1,30,17,32,2
1036,8.5,1.6,40.79519271850586,-73.96582794189453,1,40.816162109375,-73.95428466796875,0,1,2,1,20,8,34,19,2,1,20,8,43,37
1037,7.0,0.49,40.80402374267578,-73.95188903808594,1,40.80836486816406,-73.95304107666016,0,2,4,1,29,20,6,50,4,1,29,20,12,48
1038,7.5,1.35,40.80803680419922,-73.94515991210938,1,40.81892395019531,-73.94479370117188,0,2,4,1,22,23,14,6,4,1,22,23,22,29
1039,8.0,1.54,40.80937194824219,-73.93504333496094,1,40.82448959350586,-73.94586944580078,0,2,2,1,6,17,35,19,2,1,6,17,44,23
1040,10.0,2.0,40.80767440795898,-73.94141387939453,1,40.80543899536133,-73.96575164794922,0,2,0,1,11,16,44,19,0,1,11,16,56,20
1041,5.0,0.9,40.71047973632813,-73.84571838378906,1,40.72133255004883,-73.84422302246094,0,1,5,1,30,11,19,28,5,1,30,11,24,1
1042,3.5,0.4,40.713462829589844,-73.82347106933594,1,40.71357345581055,-73.82992553710938,0,1,1,1,19,13,25,58,1,1,19,13,27,35
1043,16.5,4.3,40.76664733886719,-73.95413208007812,1,40.81369400024414,-73.95995330810547,0,1,4,1,29,22,22,15,4,1,29,22,41,52
1044,16.5,4.82,40.7830924987793,-73.95293426513672,1,40.82493209838867,-73.93922424316406,0,2,5,1,16,13,50,0,5,1,16,14,3,1
1045,32.5,8.89,40.7127571105957,-73.99006652832031,2,40.66217803955078,-73.89331817626953,0,2,5,1,23,4,45,55,5,1,23,5,33,39
1046,9.5,2.07,40.78711700439453,-73.97547149658203,1,40.8033561706543,-73.95271301269531,0,2,5,1,2,11,8,54,5,1,2,11,19,7
1047,8.5,1.5,40.683406829833984,-73.9306640625,1,40.67525863647461,-73.94983673095703,0,1,5,1,30,14,0,44,5,1,30,14,11,21
1048,4.0,0.57,40.68791580200195,-73.94767761230469,1,40.68034744262695,-73.94979858398438,0,2,2,1,20,3,22,45,2,1,20,3,24,59
1049,18.5,4.06,40.7612419128418,-73.98694610595703,1,40.803810119628906,-73.94829559326172,0,2,3,1,21,15,38,32,3,1,21,16,4,8
1050,5.5,0.87,40.7058219909668,-73.9629898071289,1,40.69474411010742,-73.95616149902344,0,2,6,1,17,16,5,4,6,1,17,16,10,33
1051,4.5,0.78,40.69935607910156,-73.99449157714844,1,40.69009780883789,-73.994384765625,0,2,4,1,1,17,2,28,4,1,1,17,5,44
1052,8.0,1.19,40.70125198364258,-73.9421157836914,5,40.69502258300781,-73.95199584960938,0,2,5,1,16,15,59,7,5,1,16,16,8,35
1053,7.5,1.48,40.76852416992188,-73.92141723632812,1,40.76326370239258,-73.94015502929688,0,2,2,1,13,18,13,27,2,1,13,18,21,45
1054,18.0,5.22,40.70637893676758,-73.92420196533203,1,40.7024040222168,-73.98639678955078,0,2,1,1,12,20,22,20,1,1,12,20,39,49
1055,7.0,1.61,40.77906036376953,-73.95378112792969,1,40.798622131347656,-73.94183349609375,0,2,5,1,2,21,55,32,5,1,2,22,1,33
1056,6.0,0.71,40.68050384521485,-73.97481536865234,1,40.67172622680664,-73.98106384277344,0,2,2,1,27,7,57,24,2,1,27,8,3,23
1057,33.5,9.69,40.63905715942383,-74.02731323242188,1,40.70180130004883,-73.98770904541016,0,2,6,1,24,12,34,42,6,1,24,13,9,15
1058,12.0,3.41,40.71366500854492,-73.75113677978516,1,40.700645446777344,-73.8073959350586,0,2,0,1,4,0,42,2,0,1,4,0,52,59
1059,4.5,0.67,40.723880767822266,-73.95283508300781,1,40.71692276000977,-73.95854949951172,0,2,2,1,27,21,41,40,2,1,27,21,44,51
1060,10.5,1.8,40.74974822998047,-73.85688781738281,1,40.747161865234375,-73.8875961303711,1,1,3,1,28,14,11,47,3,1,28,14,25,59
1061,6.5,1.38,40.70780563354492,-73.92384338378906,1,40.721004486083984,-73.90403747558594,0,2,4,1,1,0,29,5,4,1,1,0,33,7
1062,12.5,2.68,40.712249755859375,-73.89002227783203,5,40.7288818359375,-73.85822296142578,0,2,6,1,17,14,51,58,6,1,17,15,7,48
1063,10.0,2.22,40.71308517456055,-74.00403594970703,1,40.69342803955078,-73.99656677246094,0,2,1,1,12,9,11,16,1,1,12,9,20,50
1064,5.5,0.97,40.81418991088867,-73.94310760498047,1,40.80308151245117,-73.9524917602539,0,2,5,1,16,21,51,38,5,1,16,21,56,0
1065,6.0,1.2,40.74335861206055,-73.87020111083984,1,40.73748397827149,-73.8772201538086,0,1,2,1,6,1,11,29,2,1,6,1,17,24
1066,24.0,6.23,40.74431228637695,-74.00292205810547,1,40.79071807861328,-73.95372009277344,0,2,2,1,13,15,18,35,2,1,13,15,45,2
1067,25.0,8.5,40.77045822143555,-73.86500549316406,1,40.7173957824707,-73.95824432373047,0,1,5,1,2,14,34,42,5,1,2,14,55,23
1068,5.5,1.26,40.78804397583008,-73.9482421875,1,40.80393600463867,-73.93782806396484,0,2,2,1,27,22,31,38,2,1,27,22,35,25
1069,3.5,0.38,40.67359924316406,-73.9760513305664,1,40.668861389160156,-73.97986602783203,0,2,1,1,12,19,51,47,1,1,12,19,54,3
1070,24.5,7.07,40.75981903076172,-73.97022247314453,1,40.69846725463867,-73.99254608154297,0,2,3,1,21,9,13,55,3,1,21,9,40,42
1071,10.0,1.9,40.68649673461914,-73.97486877441406,2,40.6796875,-73.94416046142578,0,1,0,1,11,20,28,38,0,1,11,20,40,56
1072,5.5,0.8,40.75933837890625,-73.88623046875,1,40.74721145629883,-73.8843994140625,0,1,2,1,13,2,10,6,2,1,13,2,15,12
1073,10.5,2.5,40.678470611572266,-73.95047760009766,1,40.69212341308594,-73.98312377929688,0,1,5,1,2,23,9,7,5,1,2,23,19,43
1074,25.5,7.86,40.71424102783203,-74.01472473144531,1,40.63700485229492,-73.95713806152344,0,2,6,1,17,16,28,36,6,1,17,16,53,11
1075,5.5,0.7,40.80293655395508,-73.96539306640625,1,40.80415725708008,-73.95558166503906,0,2,1,1,5,18,36,49,1,1,5,18,43,8
1076,7.0,1.5,40.702491760253906,-73.99116516113281,6,40.68489837646485,-74.00203704833984,0,2,1,1,19,8,43,36,1,1,19,8,50,25
1077,10.5,2.46,40.70155715942383,-73.94356536865234,1,40.6761589050293,-73.95051574707031,0,2,1,1,12,23,16,41,1,1,12,23,26,51
1078,17.5,5.08,40.75114822387695,-73.97457122802734,6,40.712867736816406,-73.96348571777344,0,2,1,1,12,21,18,52,1,1,12,21,33,31
1079,18.0,4.6,40.77180862426758,-73.96562957763672,1,40.82324981689453,-73.93794250488281,0,1,1,1,12,9,46,40,1,1,12,10,8,58
1080,10.0,2.34,40.676605224609375,-73.97716522216797,1,40.68045425415039,-73.94930267333984,0,2,2,1,20,22,48,37,2,1,20,22,59,24
1081,6.0,1.11,40.79494857788086,-73.94111633300781,1,40.7872314453125,-73.95409393310547,0,2,4,1,22,14,12,54,4,1,22,14,19,18
1082,11.0,2.67,40.74995422363281,-73.86209869384766,1,40.75401306152344,-73.90411376953125,0,2,0,1,4,1,44,42,0,1,4,1,56,9
1083,17.5,2.91,40.72128677368164,-73.98780822753906,1,40.72205352783203,-73.95783996582031,0,2,5,1,30,18,5,13,5,1,30,18,32,34
1084,9.0,1.66,40.73478317260742,-73.86947631835938,1,40.75081634521485,-73.8587875366211,0,2,2,1,6,17,21,4,2,1,6,17,32,58
1085,17.5,4.99,40.72980880737305,-73.99124145507812,3,40.70237350463867,-73.98682403564453,0,2,2,1,6,16,45,45,2,1,6,17,1,34
1086,12.0,2.5,40.69887924194336,-73.9328842163086,1,40.717716217041016,-73.95783996582031,0,1,5,1,16,18,27,22,5,1,16,18,42,41
1087,3.0,0.15,40.82915878295898,-73.9287338256836,5,40.83175659179688,-73.92762756347656,0,2,1,1,5,17,41,59,1,1,5,17,43,53
1088,11.0,2.01,40.67391586303711,-73.99237060546875,1,40.67222595214844,-73.95744323730469,0,2,5,1,2,21,31,17,5,1,2,21,45,56
1089,5.5,0.94,40.79568099975586,-73.94837188720703,1,40.80552291870117,-73.93914794921875,0,2,5,1,9,17,54,35,5,1,9,17,59,33
1090,13.5,2.56,40.673152923583984,-73.94183349609375,5,40.69328689575195,-73.96726989746094,0,2,6,1,24,17,5,6,6,1,24,17,24,58
1091,9.5,1.3,40.74463653564453,-73.90266418457031,1,40.74788665771485,-73.88185119628906,0,2,1,1,26,16,48,23,1,1,26,17,1,55
1092,15.0,4.41,40.811119079589844,-73.95043182373047,1,40.82672882080078,-73.89495849609375,0,2,0,1,25,12,39,52,0,1,25,13,2,18
1093,18.5,4.78,40.771732330322266,-73.95649719238281,1,40.824466705322266,-73.94544982910156,0,2,5,1,2,18,16,0,5,1,2,18,39,11
1094,32.5,9.19,40.71135330200195,-74.01490020751953,1,40.78730773925781,-73.95420837402344,0,2,3,1,7,15,1,37,3,1,7,15,35,52
1095,22.0,5.17,40.72429656982422,-74.00578308105469,1,40.68928146362305,-73.94327545166016,0,2,4,1,22,7,47,36,4,1,22,8,16,13
1096,18.0,4.2,40.688724517822266,-73.9999008178711,2,40.67953872680664,-73.93206787109375,0,1,5,1,16,18,26,18,5,1,16,18,48,42
1097,4.5,0.61,40.70884704589844,-73.95867156982422,2,40.71412658691406,-73.9518814086914,0,2,2,1,6,22,41,39,2,1,6,22,44,33
1098,11.0,3.0,40.787696838378906,-73.93965911865234,1,40.81624984741211,-73.9176254272461,0,2,6,1,17,3,28,36,6,1,17,3,37,26
1099,6.5,0.94,40.77775192260742,-73.95906066894531,1,40.7889289855957,-73.952880859375,0,2,1,1,19,9,28,15,1,1,19,9,35,12
1100,3.0,0.18,40.72307586669922,-73.9504165649414,1,40.72538757324219,-73.95172882080078,0,2,6,1,10,0,46,50,6,1,10,0,47,40
1101,28.0,8.61,40.70563125610352,-73.7994613647461,1,40.74949645996094,-73.93834686279297,0,2,4,1,8,13,51,46,4,1,8,14,19,10
1102,16.5,3.11,40.75377655029297,-73.92356872558594,1,40.748268127441406,-73.87639617919922,0,2,5,1,30,16,38,52,5,1,30,17,2,43
1103,18.5,4.34,40.71797943115234,-73.99988555908203,6,40.66764831542969,-73.9761962890625,0,2,6,1,17,0,18,18,6,1,17,0,40,45
1104,11.5,2.72,40.712196350097656,-73.88505554199219,5,40.72136306762695,-73.84420776367188,0,2,0,1,18,1,9,26,0,1,18,1,21,31
1105,11.0,2.4,40.7792854309082,-73.97762298583984,1,40.80827331542969,-73.96392059326172,0,2,4,1,8,17,47,0,4,1,8,17,59,39
1106,5.0,0.85,40.83410263061523,-73.94689178466797,1,40.84230041503906,-73.94178771972656,0,2,1,1,5,15,25,0,1,1,5,15,28,31
1107,10.5,1.66,40.69501876831055,-73.99081420898438,1,40.687156677246094,-73.97806549072266,0,2,4,1,8,9,16,56,4,1,8,9,31,39
1108,15.5,3.05,40.791412353515625,-73.94196319580078,1,40.82327270507813,-73.95296478271484,0,2,0,1,25,6,41,30,0,1,25,7,3,53
1109,39.0,12.97,40.61411666870117,-73.92436981201172,5,40.71800994873047,-73.95967864990234,0,2,4,1,22,19,18,45,4,1,22,19,54,17
1110,12.5,3.46,40.72672653198242,-73.81694793701172,1,40.7330207824707,-73.86394500732422,0,2,5,1,9,16,36,20,5,1,9,16,48,25
1111,4.5,0.79,40.801414489746094,-73.94566345214844,1,40.791236877441406,-73.95059204101562,0,2,2,1,20,18,5,19,2,1,20,18,8,37
1112,45.0,15.6,40.64692687988281,-73.79009246826172,2,40.74760437011719,-73.95648193359375,1,1,4,1,8,14,36,19,4,1,8,15,16,54
1113,6.0,1.08,40.7200813293457,-73.85626983642578,1,40.71963882446289,-73.84037780761719,0,2,3,1,14,16,50,36,3,1,14,16,55,50
1114,16.0,4.12,40.68241882324219,-73.91206359863281,1,40.69363021850586,-73.96463775634766,0,2,6,1,10,20,56,16,6,1,10,21,15,32
1115,25.0,9.01,40.85526657104492,-73.86195373535156,2,40.792091369628906,-73.95055389404297,0,2,6,1,17,5,6,34,6,1,17,5,25,9
1116,7.0,1.68,40.86114883422852,-73.89008331298828,1,40.85448455810547,-73.86510467529297,0,2,0,1,18,7,40,21,0,1,18,7,45,22
1117,9.0,1.16,40.74576187133789,-73.88524627685547,1,40.7611198425293,-73.88638305664062,0,2,1,1,26,8,37,10,1,1,26,8,50,14
1118,7.0,1.21,40.671607971191406,-73.9612045288086,1,40.67737197875977,-73.97975158691406,0,2,1,1,19,20,6,9,1,1,19,20,13,22
1119,17.0,3.8,40.83430099487305,-73.94159698486328,1,40.79572677612305,-73.9326400756836,0,1,3,1,21,19,9,38,3,1,21,19,32,27
1120,5.0,1.1,40.80238723754883,-73.94303894042969,1,40.78847122192383,-73.95325469970703,0,1,2,1,20,15,27,25,2,1,20,15,30,3
1121,14.5,3.6,40.76173782348633,-73.98634338378906,1,40.79099655151367,-73.9471435546875,0,2,4,1,22,20,50,7,4,1,22,21,7,55
1122,12.5,2.7,40.79183578491211,-73.94514465332031,1,40.82068634033203,-73.95474243164062,0,2,1,1,26,17,58,38,1,1,26,18,14,56
1123,13.0,3.39,40.713478088378906,-73.95823669433594,1,40.74314880371094,-73.91659545898438,0,2,5,1,2,10,10,22,5,1,2,10,22,1
1124,39.0,11.9,40.79901123046875,-73.97046661376953,1,40.6927490234375,-73.92781829833984,0,1,4,1,1,4,29,34,4,1,1,5,11,40
1125,5.0,0.8,40.69404220581055,-73.9991683959961,1,40.70335388183594,-73.99242401123047,0,2,3,1,7,22,24,0,3,1,7,22,27,12
1126,5.0,0.8,40.76925277709961,-73.93130493164062,1,40.76467514038086,-73.92332458496094,0,1,6,1,17,17,30,49,6,1,17,17,34,36
1127,7.5,1.51,40.8017807006836,-73.95486450195312,1,40.81644058227539,-73.93915557861328,0,2,5,1,9,1,2,3,5,1,9,1,8,53
1128,7.0,0.98,40.70297622680664,-73.99056243896484,1,40.70304870605469,-73.99066162109375,0,2,5,1,30,20,37,43,5,1,30,20,45,53
1129,4.0,0.64,40.68876647949219,-73.9890365600586,1,40.684532165527344,-73.97874450683594,0,2,0,1,4,23,3,32,0,1,4,23,5,20
1130,31.5,10.6,40.684715270996094,-73.83660125732422,1,40.76324081420898,-73.91350555419922,0,2,0,1,11,5,37,30,0,1,11,6,0,34
1131,4.0,0.5,40.80820846557617,-73.95252990722656,3,40.80839920043945,-73.9453125,0,1,4,1,8,23,42,11,4,1,8,23,44,56
1132,4.5,0.7,40.686988830566406,-73.95079040527344,1,40.68052673339844,-73.95215606689453,0,1,2,1,27,15,58,48,2,1,27,16,2,2
1133,13.5,2.3,40.67825698852539,-73.97660064697266,1,40.70373153686523,-73.9857177734375,0,1,1,1,5,17,13,1,1,1,5,17,32,43
1134,13.0,1.83,40.72715377807617,-73.89328002929688,1,40.74688720703125,-73.89078521728516,0,2,2,1,27,16,19,21,2,1,27,16,38,38
1135,18.5,3.6,40.73442077636719,-73.98332214355469,1,40.734718322753906,-73.95256042480469,0,2,3,1,7,7,55,57,3,1,7,8,21,37
1136,9.0,2.27,40.70777130126953,-73.93989562988281,1,40.72296142578125,-73.95671081542969,0,2,4,1,22,3,8,8,4,1,22,3,17,20
1137,6.0,0.76,40.71228790283203,-73.84972381591797,1,40.72138214111328,-73.84422302246094,0,2,0,1,25,15,35,1,0,1,25,15,40,55
1138,10.5,2.45,40.7185173034668,-73.81387329101562,1,40.69977569580078,-73.80683898925781,0,2,5,1,9,8,11,53,5,1,9,8,22,58
1139,5.5,1.06,40.69311141967773,-73.97004699707031,6,40.69281005859375,-73.98719024658203,0,2,4,1,29,23,42,22,4,1,29,23,47,0
1140,8.5,1.5,40.84628677368164,-73.9123764038086,1,40.82878875732422,-73.9214859008789,0,1,2,1,6,7,41,1,2,1,6,7,50,33
1141,5.5,0.79,40.71889877319336,-73.83733367919922,1,40.72073745727539,-73.84436798095703,0,2,4,1,15,16,27,28,4,1,15,16,34,38
1142,6.5,1.12,40.72597885131836,-73.94097137451172,1,40.7171516418457,-73.95835876464844,0,2,5,1,30,15,48,54,5,1,30,15,55,31
1143,7.5,1.5,40.656158447265625,-73.86792755126953,1,40.675331115722656,-73.87218475341797,0,1,5,1,16,14,37,31,5,1,16,14,45,12
1144,10.5,2.21,40.693504333496094,-73.92533111572266,1,40.71404266357422,-73.94966125488281,0,2,4,1,1,3,17,39,4,1,1,3,29,41
1145,21.0,3.1,40.76251983642578,-73.984375,1,40.80449295043945,-73.96748352050781,0,1,1,1,26,17,24,6,1,1,26,17,57,12
1146,9.5,1.99,40.79121780395508,-73.9744873046875,1,40.79720687866211,-73.94911193847656,0,2,5,1,16,10,41,8,5,1,16,10,52,1
1147,10.0,2.19,40.67395401000977,-73.9642333984375,1,40.68935012817383,-73.99244689941406,0,2,5,1,9,17,32,29,5,1,9,17,44,20
1148,8.0,2.0,40.68885040283203,-73.98342895507812,1,40.694820404052734,-73.95243072509766,0,1,5,1,30,9,13,36,5,1,30,9,22,24
1149,7.5,1.5,40.71133041381836,-73.95121765136719,1,40.6945686340332,-73.95575714111328,0,2,5,1,2,2,36,48,5,1,2,2,43,6
1150,8.5,1.5,40.75520324707031,-73.87007141113281,1,40.74700164794922,-73.8901596069336,0,1,4,1,15,17,56,47,4,1,15,18,7,25
1151,10.0,1.95,40.73896408081055,-73.8899917602539,1,40.73073196411133,-73.86333465576172,0,2,6,1,10,20,43,22,6,1,10,20,54,38
1152,10.5,2.3,40.77781677246094,-73.95440673828125,1,40.80274200439453,-73.94921875,0,2,1,1,5,18,56,16,1,1,5,19,8,55
1153,5.0,0.79,40.67514419555664,-73.97311401367188,1,40.66885757446289,-73.97998809814453,0,2,1,1,19,12,16,33,1,1,19,12,21,10
1154,7.0,1.0,40.68685531616211,-73.97821807861328,1,40.69387817382813,-73.99365234375,0,1,5,1,16,18,33,39,5,1,16,18,41,49
1155,29.5,9.77,40.80484390258789,-73.87601470947266,1,40.73360824584961,-73.86970520019531,0,2,6,1,10,23,4,24,6,1,10,23,27,1
1156,19.5,4.9,40.74417495727539,-74.0031967163086,5,40.70275115966797,-73.98959350585938,0,2,6,1,3,15,11,56,6,1,3,15,34,36
1157,4.0,0.6,40.71414184570313,-73.9518051147461,2,40.72227096557617,-73.9502182006836,0,1,5,1,9,1,28,50,5,1,9,1,31,33
1158,5.5,0.46,40.75736618041992,-73.91813659667969,1,40.76179122924805,-73.92539978027344,0,2,1,1,5,18,34,39,1,1,5,18,41,4
1159,7.0,1.49,40.72732925415039,-73.83119201660156,3,40.721351623535156,-73.84428405761719,0,2,6,1,3,11,34,59,6,1,3,11,40,52
1160,9.5,2.1,40.66992568969727,-73.94792175292969,2,40.683841705322266,-73.97595977783203,0,1,0,1,18,22,59,44,0,1,18,23,9,32
1161,8.5,1.47,40.81509780883789,-73.94763946533203,1,40.808143615722656,-73.96381378173828,0,2,3,1,21,17,35,43,3,1,21,17,46,9
1162,5.0,0.79,40.7551383972168,-73.926513671875,1,40.758216857910156,-73.91749572753906,0,2,4,1,15,16,24,37,4,1,15,16,29,22
1163,12.5,1.5,40.768943786621094,-73.96324157714844,6,40.78547286987305,-73.94998931884766,0,1,1,1,26,10,2,10,1,1,26,10,20,50
1164,8.0,1.76,40.69071960449219,-73.995849609375,1,40.702056884765625,-73.98287963867188,0,2,3,1,7,18,16,12,3,1,7,18,23,53
1165,12.5,1.8,40.67035675048828,-73.97640228271484,1,40.68262481689453,-73.98616790771484,0,1,5,1,30,11,10,49,5,1,30,11,29,3
1166,10.0,1.61,40.74317932128906,-73.88490295410156,5,40.732723236083984,-73.8637924194336,0,2,5,1,30,20,13,55,5,1,30,20,26,38
1167,5.5,0.8,40.74946594238281,-73.91871643066406,1,40.75524139404297,-73.92212677001953,0,2,2,1,27,21,40,27,2,1,27,21,45,35
1168,9.5,2.43,40.76798629760742,-73.9700927734375,1,40.79773330688477,-73.95159149169922,0,2,4,1,1,1,43,40,4,1,1,1,51,47
1169,32.5,9.7,40.57883071899414,-74.00493621826172,1,40.66804504394531,-73.95885467529297,0,1,6,1,24,22,3,18,6,1,24,22,44,16
1170,13.0,3.4,40.771156311035156,-73.90367126464844,4,40.74754333496094,-73.8685302734375,0,1,6,1,3,10,49,5,6,1,3,11,1,55
1171,5.5,1.08,40.79252243041992,-73.93681335449219,1,40.784912109375,-73.94942474365234,0,2,1,1,19,10,38,24,1,1,19,10,43,31
1172,19.5,4.87,40.76326370239258,-73.81892395019531,3,40.74872589111328,-73.8944091796875,0,2,4,1,15,16,9,48,5,1,16,15,21,11
1173,13.0,2.6,40.72403335571289,-73.99710083007812,2,40.691673278808594,-73.982421875,0,1,2,1,6,10,1,54,2,1,6,10,17,40
1174,8.0,0.69,40.78563690185547,-73.95116424560547,1,40.793540954589844,-73.94941711425781,0,2,0,1,11,7,29,12,0,1,11,7,40,40
